trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,shape_dist_traveled
JAK.75-R03,05:17:28,05:17:38,B01723P,15,,0,
JAK.75-R03,05:18:50,05:19:00,B02806P,16,,0,
JAK.75-R03,05:19:28,05:19:38,B02443P,17,,0,
JAK.75-R03,05:20:02,05:20:12,B01247P,18,,0,
JAK.75-R03,05:20:59,05:21:09,B00255P,19,,0,
JAK.75-R03,05:23:06,05:23:16,B02828P,20,,0,
JAK.75-R03,05:25:50,05:26:00,B02515P,21,,0,
JAK.75-R03,05:27:05,05:27:15,B00176P,22,,0,
JAK.75-R03,05:28:18,05:28:28,B00154P,23,,0,
JAK.75-R03,05:33:17,05:33:27,B06781P,24,,0,
JAK.75-R03,05:41:25,05:41:35,B03604P,25,,0,
JAK.75-R03,05:42:22,05:42:32,B04243P,26,,0,
JAK.75-R03,05:44:12,05:44:22,B02757P,27,,0,
JAK.75-R03,05:46:27,05:46:37,B00632P,28,,0,
JAK.75-R03,05:47:12,05:47:22,B05750P,29,,0,
JAK.75-R03,05:50:11,05:50:21,B05939P,30,,0,
JAK.89-R01,05:00:00,05:00:10,B05728P,0,,0,
JAK.89-R01,05:04:46,05:04:56,B05955P,1,,0,
JAK.89-R01,05:06:32,05:06:42,B05958P,2,,0,
JAK.89-R01,05:07:59,05:08:09,B00882P,3,,0,
JAK.89-R01,05:09:25,05:09:35,B05959P,4,,0,
JAK.89-R01,05:09:56,05:10:06,B05573P,5,,0,
JAK.89-R01,05:11:24,05:11:34,B03732P,6,,0,
JAK.89-R01,05:12:17,05:12:27,B04664P,7,,0,
JAK.89-R01,05:14:59,05:15:09,B05961P,8,,0,
JAK.89-R01,05:18:12,05:18:22,B05962P,9,,0,
JAK.89-R01,05:21:26,05:21:36,B05964P,10,,0,
JAK.89-R01,05:22:36,05:22:46,B05965P,11,,0,
JAK.89-R01,05:23:36,05:23:46,B05966P,12,,0,
JAK.89-R01,05:25:19,05:25:29,B05967P,13,,0,
JAK.89-R01,05:26:13,05:26:23,B05997P,14,,0,
JAK.89-R01,05:27:51,05:28:01,B05998P,15,,0,
JAK.89-R01,05:29:11,05:29:21,B05999P,16,,0,
JAK.89-R01,05:30:55,05:31:05,B05994P,17,,0,
JAK.89-R01,05:32:04,05:32:14,B06875P,18,,0,
JAK.89-R01,05:35:27,05:35:37,B05286P,19,,0,
JAK.89-R01,05:36:47,05:36:57,B04679P,20,,0,
JAK.89-R01,05:38:12,05:38:22,B03242P,21,,0,
JAK.89-R01,05:39:44,05:39:54,B02088P,22,,0,
JAK.89-R01,05:41:14,05:41:24,B03567P,23,,0,
JAK.89-R01,05:42:05,05:42:15,B05817P,24,,0,
JAK.89-R01,05:42:52,05:43:02,B02148P,25,,0,
JAK.89-R01,05:44:25,05:44:35,B02149P,26,,0,
JAK.89-R01,05:45:10,05:45:20,B03768P,27,,0,
JAK.89-R01,05:46:52,05:47:02,B03767P,28,,0,
JAK.89-R01,05:47:37,05:47:47,B02710P,29,,0,
JAK.89-R01,05:48:41,05:48:51,B02841P,30,,0,
JAK.89-R01,05:49:23,05:49:33,B01688P,31,,0,
JAK.89-R01,05:51:29,05:51:39,B00989P,32,,0,
JAK.89-R01,05:52:12,05:52:22,B05609P,33,,0,
JAK.89-R02,05:00:00,05:00:10,B05609P,0,,0,
JAK.89-R02,05:01:55,05:02:05,B00499P,1,,0,
JAK.89-R02,05:16:16,05:16:26,B05700P,2,,0,
JAK.89-R02,05:18:27,05:18:37,B07049P,3,,0,
JAK.89-R02,05:19:07,05:19:17,B07050P,4,,0,
JAK.89-R02,05:20:12,05:20:22,B07051P,5,,0,
JAK.89-R02,05:22:29,05:22:39,B07052P,6,,0,
JAK.89-R02,05:23:16,05:23:26,B07053P,7,,0,
JAK.89-R02,05:24:50,05:25:00,B07054P,8,,0,
JAK.89-R02,05:25:37,05:25:47,B07055P,9,,0,
JAK.89-R02,05:26:28,05:26:38,B07056P,10,,0,
JAK.89-R02,05:27:34,05:27:44,B07059P,11,,0,
JAK.89-R02,05:28:44,05:28:54,B07057P,12,,0,
JAK.89-R02,05:30:31,05:30:41,B07058P,13,,0,
JAK.89-R02,05:36:01,05:36:11,B05995P,14,,0,
JAK.89-R02,05:41:10,05:41:20,B06000P,15,,0,
JAK.89-R02,05:42:45,05:42:55,B05996P,16,,0,
JAK.89-R02,05:54:05,05:54:15,B04401P,17,,0,
JAK.89-R02,05:54:58,05:55:08,B01161P,18,,0,
JAK.89-R02,05:56:23,05:56:33,B04519P,19,,0,
JAK.89-R02,05:57:05,05:57:15,B05960P,20,,0,
JAK.89-R02,05:58:21,05:58:31,B03645P,21,,0,
JAK.89-R02,05:59:54,06:00:04,B05957P,22,,0,
JAK.89-R02,06:01:43,06:01:53,B05956P,23,,0,
JAK.89-R02,06:06:17,06:06:27,B05728P,24,,0,
JAK.90-R01,05:00:00,05:00:10,B05728P,0,,0,
JAK.90-R01,05:02:36,05:02:46,B05955P,1,,0,
JAK.90-R01,05:04:22,05:04:32,B05958P,2,,0,
JAK.90-R01,05:05:50,05:06:00,B00882P,3,,0,
JAK.90-R01,05:07:16,05:07:26,B05959P,4,,0,
JAK.90-R01,05:07:47,05:07:57,B05573P,5,,0,
JAK.90-R01,05:09:15,05:09:25,B03732P,6,,0,
JAK.90-R01,05:10:08,05:10:18,B04664P,7,,0,
JAK.90-R01,05:12:50,05:13:00,B05961P,8,,0,
JAK.90-R01,05:16:43,05:16:53,B05579P,9,,0,
JAK.90-R01,05:17:52,05:18:02,B06076P,10,,0,
JAK.90-R01,05:19:50,05:20:00,B06077P,11,,0,
JAK.90-R01,05:21:53,05:22:03,B06081P,12,,0,
JAK.90-R01,05:24:23,05:24:33,B06705P,13,,0,
JAK.90-R01,05:27:40,05:27:50,B00057P,14,,0,
JAK.90-R01,05:30:01,05:30:11,B02436P,15,,0,
JAK.90-R01,05:30:43,05:30:53,B01398P,16,,0,
JAK.90-R01,05:31:55,05:32:05,B00175P,17,,0,
JAK.90-R01,05:33:17,05:33:27,B06932P,18,,0,
JAK.90-R01,05:34:52,05:35:02,B07060P,19,,0,
JAK.90-R01,05:38:14,05:38:24,B07061P,20,,0,
JAK.90-R01,05:39:52,05:40:02,B07062P,21,,0,
JAK.90-R01,05:41:47,05:41:57,B07063P,22,,0,
JAK.90-R01,05:44:24,05:44:34,B07064P,23,,0,
JAK.90-R01,05:45:56,05:46:06,B07065P,24,,0,
JAK.90-R01,05:48:13,05:48:23,B07066P,25,,0,
JAK.90-R01,05:50:29,05:50:39,B07067P,26,,0,
JAK.90-R01,05:52:41,05:52:51,B07068P,27,,0,
JAK.90-R01,05:54:54,05:55:04,B07069P,28,,0,
JAK.90-R01,05:56:41,05:56:51,B07070P,29,,0,
JAK.90-R01,05:59:13,05:59:23,B07071P,30,,0,
JAK.90-R01,06:01:48,06:01:58,B05655P,31,,0,
JAK.90-R01,06:07:55,06:08:05,B01960P,32,,0,
JAK.90-R01,06:08:36,06:08:46,B03279P,33,,0,
JAK.90-R02,05:00:00,05:00:10,B03279P,0,,0,
JAK.90-R02,05:03:27,05:03:37,B01961P,1,,0,
JAK.90-R02,05:06:13,05:06:23,B07072P,2,,0,
JAK.90-R02,05:08:39,05:08:49,B07073P,3,,0,
JAK.90-R02,05:11:15,05:11:25,B07074P,4,,0,
JAK.90-R02,05:12:52,05:13:02,B07075P,5,,0,
JAK.90-R02,05:14:54,05:15:04,B07076P,6,,0,
JAK.90-R02,05:17:14,05:17:24,B07077P,7,,0,
JAK.90-R02,05:19:25,05:19:35,B07078P,8,,0,
JAK.90-R02,05:21:57,05:22:07,B07079P,9,,0,
JAK.90-R02,05:24:09,05:24:19,B06934P,10,,0,
JAK.90-R02,05:27:40,05:27:50,B06933P,11,,0,
JAK.90-R02,05:28:36,05:28:46,B06931P,12,,0,
JAK.90-R02,05:30:15,05:30:25,B06892P,13,,0,
JAK.90-R02,05:31:57,05:32:07,B06893P,14,,0,
JAK.90-R02,05:32:49,05:32:59,B06887P,15,,0,
JAK.90-R02,05:33:51,05:34:01,B05551P,16,,0,
JAK.90-R02,05:35:22,05:35:32,B05552P,17,,0,
JAK.90-R02,05:36:08,05:36:18,B05553P,18,,0,
JAK.90-R02,05:38:35,05:38:45,B03448P,19,,0,
JAK.90-R02,05:42:06,05:42:16,B06682P,20,,0,
JAK.90-R02,05:44:21,05:44:31,B06082P,21,,0,
JAK.90-R02,05:45:44,05:45:54,B06080P,22,,0,
JAK.90-R02,05:46:39,05:46:49,B06078P,23,,0,
JAK.90-R02,05:48:46,05:48:56,B06075P,24,,0,
JAK.90-R02,05:50:23,05:50:33,B06877P,25,,0,
JAK.90-R02,05:50:55,05:51:05,B04521P,26,,0,
JAK.90-R02,05:52:51,05:53:01,B05962P,27,,0,
JAK.90-R02,05:56:05,05:56:15,B05964P,28,,0,
JAK.90-R02,05:57:15,05:57:25,B05965P,29,,0,
JAK.90-R02,05:58:14,05:58:24,B05966P,30,,0,
JAK.90-R02,05:59:57,06:00:07,B05967P,31,,0,
JAK.90-R02,06:00:46,06:00:56,B06000P,32,,0,
JAK.90-R02,06:02:21,06:02:31,B05996P,33,,0,
JAK.90-R02,06:08:01,06:08:11,B05963P,34,,0,
JAK.90-R02,06:13:40,06:13:50,B04401P,35,,0,
JAK.90-R02,06:14:33,06:14:43,B01161P,36,,0,
JAK.90-R02,06:15:58,06:16:08,B04519P,37,,0,
JAK.90-R02,06:16:40,06:16:50,B05960P,38,,0,
JAK.90-R02,06:17:56,06:18:06,B03645P,39,,0,
JAK.90-R02,06:19:30,06:19:40,B05957P,40,,0,
JAK.90-R02,06:21:17,06:21:27,B05956P,41,,0,
JAK.90-R02,06:25:52,06:26:02,B05728P,42,,0,
M10-R01,22:00:00,22:00:10,G00328,0,,0,
M10-R01,22:05:08,22:05:18,G00329,1,,0,
M10-R01,22:09:53,22:10:03,B06781P,2,,0,
M10-R01,22:12:48,22:12:58,G00448,3,,0,
M10-R01,22:16:05,22:16:15,G00452,4,,0,
M10-R01,22:20:08,22:20:18,G00454,5,,0,
M10-R01,22:26:21,22:26:31,G00457,6,,0,
M10-R01,22:28:57,22:29:07,G00458,7,,0,
M10-R01,22:34:12,22:34:22,G00461,8,,0,
M10-R01,22:38:32,22:38:42,G00463,9,,0,
M10-R01,22:41:10,22:41:20,G00467,10,,0,
M10-R01,22:44:05,22:44:15,G00471,11,,0,
M10-R01,22:49:39,22:49:49,G00475,12,,0,
M10-R01,22:51:15,22:51:25,G00481,13,,0,
M10-R01,22:55:57,22:56:07,G00483,14,,0,
M10-R01,22:58:28,22:58:38,G00487,15,,0,
M10-R01,23:09:35,23:09:45,G00492,16,,0,
M10-R01,23:17:24,23:17:34,G00496,17,,0,
M10-R01,23:22:32,23:22:42,G00499,18,,0,
M10-R01,23:25:06,23:25:16,G00505,19,,0,
M10-R01,23:27:40,23:27:50,G00507,20,,0,
M10-R01,23:35:08,23:35:18,G00511,21,,0,
M10-R02,22:00:00,22:00:10,G00511,0,,0,
M10-R02,22:05:26,22:05:36,G00509,1,,0,
M10-R02,22:08:11,22:08:21,G00503,2,,0,
M10-R02,22:10:39,22:10:49,G00500,3,,0,
M10-R02,22:15:44,22:15:54,G00497,4,,0,
M10-R02,22:23:32,22:23:42,G00494,5,,0,
M10-R02,22:34:40,22:34:50,G00489,6,,0,
M10-R02,22:37:10,22:37:20,G00485,7,,0,
M10-R02,22:41:51,22:42:01,G00479,8,,0,
M10-R02,22:43:26,22:43:36,G00477,9,,0,
M10-R02,22:48:59,22:49:09,G00473,10,,0,
M10-R02,22:51:54,22:52:04,G00469,11,,0,
M10-R02,22:54:32,22:54:42,G00465,12,,0,
M10-R02,22:58:51,22:59:01,G00460,13,,0,
M10-R02,23:04:10,23:04:20,G00459,14,,0,
M10-R02,23:06:42,23:06:52,G00456,15,,0,
M10-R02,23:12:52,23:13:02,G00455,16,,0,
M10-R02,23:16:57,23:17:07,G00453,17,,0,
M10-R02,23:20:21,23:20:31,G00451,18,,0,
M10-R02,23:23:36,23:23:46,B06942P,19,,0,
M10-R02,23:28:00,23:28:10,G00335,20,,0,
M10-R02,23:31:30,23:31:40,G00328,21,,0,
M11-R03,22:00:00,22:00:10,G00513,0,,0,
M11-R03,22:10:05,22:10:15,G00517,1,,0,
M11-R03,22:13:48,22:13:58,G00519,2,,0,
M11-R03,22:20:06,22:20:16,G00521,3,,0,
M11-R03,22:23:24,22:23:34,G00523,4,,0,
M11-R03,22:27:02,22:27:12,G00527,5,,0,
M11-R03,22:30:10,22:30:20,G00529,6,,0,
M11-R03,22:34:51,22:35:01,G00534,7,,0,
M11-R03,22:37:16,22:37:26,G00538,8,,0,
M11-R03,22:41:54,22:42:04,G00541,9,,0,
M11-R03,22:46:00,22:46:10,G00545,10,,0,
M11-R03,22:48:15,22:48:25,G00549,11,,0,
M11-R03,22:50:46,22:50:56,G00553,12,,0,
M11-R03,22:53:45,22:53:55,G00556,13,,0,
M11-R03,22:57:53,22:58:03,G00355,14,,0,
M11-R03,22:59:55,23:00:05,G00670,15,,0,
M11-R04,22:00:00,22:00:10,G00669,0,,0,
M11-R04,22:10:17,22:10:27,G00558,1,,0,
M11-R04,22:13:18,22:13:28,G00551,2,,0,
M11-R04,22:15:48,22:15:58,G00547,3,,0,
M11-R04,22:18:02,22:18:12,G00543,4,,0,
M11-R04,22:22:10,22:22:20,G00539,5,,0,
M11-R04,22:26:49,22:26:59,G00535,6,,0,
M11-R04,22:29:14,22:29:24,G00532,7,,0,
M11-R04,22:33:55,22:34:05,G00528,8,,0,
M11-R04,22:37:04,22:37:14,G00525,9,,0,
M11-R04,22:40:40,22:40:50,G00522,10,,0,
M11-R04,22:44:00,22:44:10,G00520,11,,0,
M11-R04,22:50:10,22:50:20,G00518,12,,0,
M11-R04,22:54:09,22:54:19,G00515,13,,0,
M11-R04,23:01:18,23:01:28,G00513,14,,0,
M12-R02,22:00:00,22:00:10,G00074,0,,0,
M12-R02,22:04:44,22:04:54,G00072,1,,0,
M12-R02,22:08:35,22:08:45,G00068,2,,0,
M12-R02,22:11:13,22:11:23,G00070,3,,0,
M12-R02,22:18:53,22:19:03,G00064,4,,0,
M12-R02,22:22:31,22:22:41,G00061,5,,0,
M12-R02,22:26:02,22:26:12,G00579,6,,0,
M12-R02,22:30:24,22:30:34,G00575,7,,0,
M12-R02,22:34:48,22:34:58,G00238,8,,0,
M12-R02,22:40:09,22:40:19,G00236,9,,0,
M12-R02,22:57:10,22:57:20,G00567,10,,0,
M12-R02,23:01:19,23:01:29,G00565,11,,0,
M12-R02,23:06:17,23:06:27,G00564,12,,0,
M12-R02,23:12:28,23:12:38,G00560,13,,0,
M12-R02,23:33:37,23:33:47,G00559,14,,0,
M12-R03,22:00:00,22:00:10,G00559,0,,0,
M12-R03,22:10:44,22:10:54,G00492,1,,0,
M12-R03,22:21:37,22:21:47,G00562,2,,0,
M12-R03,22:27:48,22:27:58,G00563,3,,0,
M12-R03,22:32:33,22:32:43,G00566,4,,0,
M12-R03,22:36:50,22:37:00,G00568,5,,0,
M12-R03,23:00:27,23:00:37,G00235,6,,0,
M12-R03,23:05:48,23:05:58,G00237,7,,0,
M12-R03,23:09:59,23:10:09,G00573,8,,0,
M12-R03,23:14:19,23:14:29,G00577,9,,0,
M12-R03,23:19:17,23:19:27,G00060,10,,0,
M12-R03,23:24:22,23:24:32,G00076,11,,0,
M12-R03,23:35:39,23:35:49,G00074,12,,0,
M13-R01,22:00:00,22:00:10,G00610,0,,0,
M13-R01,22:02:06,22:02:16,G00607,1,,0,
M13-R01,22:14:18,22:14:28,G00605,2,,0,
M13-R01,22:18:04,22:18:14,G00601,3,,0,
M13-R01,22:21:33,22:21:43,G00599,4,,0,
M13-R01,22:24:17,22:24:27,G00597,5,,0,
M13-R01,22:27:25,22:27:35,G00595,6,,0,
M13-R01,22:31:08,22:31:18,G00593,7,,0,
M13-R01,22:38:33,22:38:43,G00585,8,,0,
M13-R01,22:43:05,22:43:15,G00089,9,,0,
M13-R01,22:48:06,22:48:16,G00583,10,,0,
M13-R01,22:52:34,22:52:44,G00580,11,,0,
M13-R01,23:01:16,23:01:26,G00007,12,,0,
M13-R02,22:00:00,22:00:10,G00008,0,,0,
M13-R02,22:07:56,22:08:06,G00582,1,,0,
M13-R02,22:12:31,22:12:41,G00584,2,,0,
M13-R02,22:17:30,22:17:40,G00091,3,,0,
M13-R02,22:22:04,22:22:14,G00587,4,,0,
M13-R02,22:29:30,22:29:40,G00594,5,,0,
M13-R02,22:33:13,22:33:23,G00596,6,,0,
M13-R02,22:36:21,22:36:31,G00598,7,,0,
M13-R02,22:39:03,22:39:13,G00600,8,,0,
M13-R02,22:42:29,22:42:39,G00602,9,,0,
M13-R02,22:46:18,22:46:28,G00606,10,,0,
M13-R02,22:59:46,22:59:56,G00608,11,,0,
M2-R03,22:00:00,22:00:10,G00168,0,,0,
M2-R03,22:07:24,22:07:34,G00622,1,,0,
M2-R03,22:11:20,22:11:30,B03003P,2,,0,
M2-R03,22:13:56,22:14:06,G00626,3,,0,
M2-R03,22:17:49,22:17:59,G00092,4,,0,
M2-R03,22:21:29,22:21:39,G00096,5,,0,
M2-R03,22:24:43,22:24:53,G00094,6,,0,
M2-R03,22:26:57,22:27:07,G00098,7,,0,
M2-R03,22:29:26,22:29:36,G00101,8,,0,
M2-R03,22:31:59,22:32:09,G00102,9,,0,
M2-R03,22:33:49,22:33:59,G00104,10,,0,
M2-R03,22:41:01,22:41:11,G00106,11,,0,
M2-R03,22:42:57,22:43:07,G00110,12,,0,
M2-R03,22:45:38,22:45:48,G00111,13,,0,
M2-R03,22:47:27,22:47:37,G00112,14,,0,
M2-R03,22:51:41,22:51:51,G00113,15,,0,
M2-R03,22:53:18,22:53:28,G00114,16,,0,
M2-R03,22:57:07,22:57:17,G00120,17,,0,
M2-R03,22:58:40,22:58:50,G00122,18,,0,
M2-R03,23:05:49,23:05:59,G00042,19,,0,
M2-R04,22:00:00,22:00:10,G00042,0,,0,
M2-R04,22:03:54,22:04:04,G00067,1,,0,
M2-R04,22:07:36,22:07:46,G00123,2,,0,
M2-R04,22:12:55,22:13:05,G00125,3,,0,
M2-R04,22:15:30,22:15:40,G00108,4,,0,
M2-R04,22:22:44,22:22:54,G00105,5,,0,
M2-R04,22:24:34,22:24:44,G00103,6,,0,
M2-R04,22:27:06,22:27:16,G00100,7,,0,
M2-R04,22:29:36,22:29:46,G00099,8,,0,
M2-R04,22:31:51,22:32:01,G00095,9,,0,
M2-R04,22:35:06,22:35:16,G00097,10,,0,
M2-R04,22:38:51,22:39:01,G00093,11,,0,
M2-R04,22:42:44,22:42:54,G00629,12,,0,
M2-R04,22:45:31,22:45:41,B03002P,13,,0,
M2-R04,22:49:12,22:49:22,G00625,14,,0,
M2-R04,22:55:45,22:55:55,G00170,15,,0,
M3-R07,22:00:00,22:00:10,G00161,0,,0,
M3-R07,22:06:04,22:06:14,G00158,1,,0,
M3-R07,22:08:30,22:08:40,G00157,2,,0,
M3-R07,22:12:16,22:12:26,G00155,3,,0,
M3-R07,22:14:42,22:14:52,B06966P,4,,0,
M3-R07,22:18:44,22:18:54,G00152,5,,0,
M3-R07,22:24:43,22:24:53,G00150,6,,0,
M3-R07,22:29:17,22:29:27,G00149,7,,0,
M3-R07,22:39:43,22:39:53,G00146,8,,0,
M3-R07,22:46:00,22:46:10,G00141,9,,0,
M3-R07,22:51:22,22:51:32,G00131,10,,0,
M3-R07,23:04:23,23:04:33,G00163,11,,0,
M3-R07,23:15:15,23:15:25,G00042,12,,0,
M3-R08,22:00:00,22:00:10,G00041,0,,0,
M3-R08,22:07:13,22:07:23,G00166,1,,0,
M3-R08,22:20:11,22:20:21,G00128,2,,0,
M3-R08,22:25:34,22:25:44,G00132,3,,0,
M3-R08,22:31:58,22:32:08,G00142,4,,0,
M3-R08,22:42:19,22:42:29,G00148,5,,0,
M3-R08,22:46:52,22:47:02,G00151,6,,0,
M3-R08,22:52:51,22:53:01,G00153,7,,0,
M3-R08,22:56:45,22:56:55,B06965P,8,,0,
M3-R08,22:59:19,22:59:29,G00154,9,,0,
M3-R08,23:03:04,23:03:14,G00156,10,,0,
M3-R08,23:05:28,23:05:38,G00159,11,,0,
M3-R08,23:11:15,23:11:25,G00161,12,,0,
M4-R05,22:00:00,22:00:10,G00168,0,,0,
M4-R05,22:03:01,22:03:11,G00171,1,,0,
M4-R05,22:06:14,22:06:24,G00174,2,,0,
M4-R05,22:09:30,22:09:40,G00176,3,,0,
M4-R05,22:13:29,22:13:39,G00178,4,,0,
M4-R05,22:15:20,22:15:30,G00183,5,,0,
M4-R05,22:17:52,22:18:02,G00184,6,,0,
M4-R05,22:19:44,22:19:54,G00187,7,,0,
M4-R05,22:23:09,22:23:19,G00189,8,,0,
M4-R05,22:26:05,22:26:15,G00190,9,,0,
M4-R05,22:28:18,22:28:28,G00193,10,,0,
M4-R05,22:30:31,22:30:41,G00195,11,,0,
M4-R05,22:34:41,22:34:51,G00197,12,,0,
M4-R05,22:41:38,22:41:48,G00005,13,,0,
M4-R05,22:44:59,22:45:09,B06940P,14,,0,
M4-R05,22:49:29,22:49:39,G00201,15,,0,
M4-R05,22:55:35,22:55:45,G00202,16,,0,
M4-R06,22:00:00,22:00:10,G00203,0,,0,
M4-R06,22:05:44,22:05:54,G00198,1,,0,
M4-R06,22:14:37,22:14:47,B06941P,2,,0,
M4-R06,22:17:55,22:18:05,G00004,3,,0,
M4-R06,22:24:54,22:25:04,G00196,4,,0,
M4-R06,22:29:04,22:29:14,G00194,5,,0,
M4-R06,22:31:20,22:31:30,G00192,6,,0,
M4-R06,22:33:34,22:33:44,G00191,7,,0,
M4-R06,22:36:31,22:36:41,G00188,8,,0,
M4-R06,22:39:56,22:40:06,G00186,9,,0,
M4-R06,22:41:48,22:41:58,G00185,10,,0,
M4-R06,22:44:20,22:44:30,G00182,11,,0,
M4-R06,22:46:14,22:46:24,G00181,12,,0,
M4-R06,22:50:10,22:50:20,G00177,13,,0,
M4-R06,22:53:23,22:53:33,G00175,14,,0,
M4-R06,22:56:29,22:56:39,G00172,15,,0,
M4-R06,23:01:20,23:01:30,G00170,16,,0,
M5-R01,22:00:00,22:00:10,G00322,0,,0,
M5-R01,22:03:12,22:03:22,G00329,1,,0,
M5-R01,22:07:56,22:08:06,B06781P,2,,0,
M5-R01,22:10:12,22:10:22,G00337,3,,0,
M5-R01,22:11:32,22:11:42,G00345,4,,0,
M5-R01,22:13:56,22:14:06,G00349,5,,0,
M5-R01,22:18:24,22:18:34,G00350,6,,0,
M5-R01,22:21:33,22:21:43,G00353,7,,0,
M5-R01,22:34:40,22:34:50,G00674,8,,0,
M5-R01,22:46:52,22:47:02,G00209,9,,0,
M5-R01,22:49:27,22:49:37,G00213,10,,0,
M5-R01,22:54:43,22:54:53,G00217,11,,0,
M5-R01,22:57:16,22:57:26,G00219,12,,0,
M5-R01,22:59:30,22:59:40,G00221,13,,0,
M5-R01,23:02:48,23:02:58,G00223,14,,0,
M5-R01,23:04:57,23:05:07,G00224,15,,0,
M5-R01,23:15:02,23:15:12,G00231,16,,0,
M5-R01,23:25:25,23:25:35,G00235,17,,0,
M5-R01,23:30:46,23:30:56,G00237,18,,0,
M5-R01,23:32:34,23:32:44,G00239,19,,0,
M5-R01,23:35:56,23:36:06,G00241,20,,0,
M5-R02,22:00:00,22:00:10,G00241,0,,0,
M5-R02,22:03:57,22:04:07,G00240,1,,0,
M5-R02,22:05:45,22:05:55,G00238,2,,0,
M5-R02,22:11:07,22:11:17,G00236,3,,0,
M5-R02,22:19:29,22:19:39,G00234,4,,0,
M5-R02,22:21:39,22:21:49,G00232,5,,0,
M5-R02,22:31:42,22:31:52,G00225,6,,0,
M5-R02,22:33:51,22:34:01,G00222,7,,0,
M5-R02,22:37:10,22:37:20,G00220,8,,0,
M5-R02,22:39:22,22:39:32,G00218,9,,0,
M5-R02,22:41:56,22:42:06,G00216,10,,0,
M5-R02,22:44:14,22:44:24,G00214,11,,0,
M5-R02,22:47:24,22:47:34,G00212,12,,0,
M5-R02,22:49:58,22:50:08,G00210,13,,0,
M5-R02,22:56:20,22:56:30,G00355,14,,0,
M5-R02,22:58:14,22:58:24,G00671,15,,0,
M5-R02,23:01:02,23:01:12,G00352,16,,0,
M5-R02,23:04:10,23:04:20,G00351,17,,0,
M5-R02,23:08:42,23:08:52,G00348,18,,0,
M5-R02,23:10:38,23:10:48,G00346,19,,0,
M5-R02,23:11:49,23:11:59,G00339,20,,0,
M5-R02,23:14:53,23:15:03,B06942P,21,,0,
M5-R02,23:19:20,23:19:30,G00336,22,,0,
M5-R02,23:22:49,23:22:59,G00328,23,,0,
M6-R05,22:00:00,22:00:10,G00304,0,,0,
M6-R05,22:07:22,22:07:32,G00245,1,,0,
M6-R05,22:09:33,22:09:43,G00247,2,,0,
M6-R05,22:12:54,22:13:04,G00253,3,,0,
M6-R05,22:17:03,22:17:13,G00259,4,,0,
M6-R05,22:19:20,22:19:30,G00261,5,,0,
M6-R05,22:25:52,22:26:02,G00262,6,,0,
M6-R05,22:28:59,22:29:09,G00265,7,,0,
M6-R05,22:31:36,22:31:46,G00269,8,,0,
M6-R05,22:36:46,22:36:56,G00273,9,,0,
M6-R05,22:41:34,22:41:44,G00275,10,,0,
M6-R05,22:43:37,22:43:47,G00279,11,,0,
M6-R05,22:45:51,22:46:01,G00285,12,,0,
M6-R05,22:49:44,22:49:54,G00289,13,,0,
M6-R05,22:52:33,22:52:43,G00291,14,,0,
M6-R05,22:54:23,22:54:33,G00295,15,,0,
M6-R05,22:56:44,22:56:54,G00301,16,,0,
M6-R05,23:01:28,23:01:38,G00303,17,,0,
M6-R05,23:05:50,23:06:00,G00200,18,,0,
M6-R05,23:12:02,23:12:12,G00205,19,,0,
M6-R06,22:00:00,22:00:10,G00204,0,,0,
M6-R06,22:06:37,22:06:47,G00299,1,,0,
M6-R06,22:08:59,22:09:09,G00297,2,,0,
M6-R06,22:10:48,22:10:58,G00293,3,,0,
M6-R06,22:13:37,22:13:47,G00287,4,,0,
M6-R06,22:17:31,22:17:41,G00283,5,,0,
M6-R06,22:19:49,22:19:59,G00281,6,,0,
M6-R06,22:21:54,22:22:04,G00277,7,,0,
M6-R06,22:26:40,22:26:50,G00271,8,,0,
M6-R06,22:31:47,22:31:57,G00266,9,,0,
M6-R06,22:34:24,22:34:34,G00264,10,,0,
M6-R06,22:37:28,22:37:38,G00263,11,,0,
M6-R06,22:44:04,22:44:14,G00260,12,,0,
M6-R06,22:46:23,22:46:33,G00258,13,,0,
M6-R06,22:50:31,22:50:41,G00255,14,,0,
M6-R06,22:53:52,22:54:02,G00250,15,,0,
M6-R06,23:02:45,23:02:55,G00307,16,,0,
M7-R05,22:00:00,22:00:10,G00311,0,,0,
M7-R05,22:05:17,22:05:27,G00312,1,,0,
M7-R05,22:10:05,22:10:15,G00315,2,,0,
M7-R05,22:13:19,22:13:29,G00317,3,,0,
M7-R05,22:18:02,22:18:12,G00319,4,,0,
M7-R05,22:32:15,22:32:25,G00321,5,,0,
M7-R05,22:35:52,22:36:02,G00322,6,,0,
M7-R05,22:39:04,22:39:14,G00329,7,,0,
M7-R05,22:45:55,22:46:05,G00337,8,,0,
M7-R05,22:47:15,22:47:25,G00345,9,,0,
M7-R05,22:49:39,22:49:49,G00349,10,,0,
M7-R05,22:54:08,22:54:18,G00350,11,,0,
M7-R05,22:57:17,22:57:27,G00353,12,,0,
M7-R05,23:00:13,23:00:23,G00673,13,,0,
M8-R04,22:00:00,22:00:10,G00115,0,,0,
M8-R04,22:05:56,22:06:06,G00122,1,,0,
M8-R04,22:12:15,22:12:25,G00166,2,,0,
M8-R04,22:15:58,22:16:08,G00400,3,,0,
